date,amount_raw,amount,currency,operation,merchant,details,bank,source_file,category
2025-01-18,"- 5 000,00 KZT",-5000.0,KZT,Перевод,Дінмұхаммед С.,Дінмұхаммед С.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-18,"+ 5 000,00 KZT",5000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-18,"- 2 500,00 KZT",-2500.0,KZT,Перевод,Динара Б.,Динара Б.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-18,"- 22 100,00 KZT",-22100.0,KZT,Перевод,Динара Б.,Динара Б.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-18,"+ 10 000,00 KZT",10000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-18,"+ 13 000,00 KZT",13000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-18,"- 1 360,00 KZT",-1360.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-18,"- 150,00 KZT",-150.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-18,"+ 20,00 KZT",20.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-18,"- 20,00 KZT",-20.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-18,"- 150,00 KZT",-150.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-18,"- 2 915,00 KZT",-2915.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-18,"- 5 085,10 KZT",-5085.1,KZT,,Purchases ТОО BAKERIST,Purchases ТОО BAKERIST,Kaspi Bank,gold_statement.pdf,покупки
2025-01-18,"+ 650,00 KZT",650.0,KZT,Пополнение,Сымбат З.,Сымбат З.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-18,"- 2 000,00 KZT",-2000.0,KZT,Перевод,Бакытбек Р.,Бакытбек Р.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-18,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-01-18,"- 640,00 KZT",-640.0,KZT,Покупка,Hero7,Hero7,Kaspi Bank,gold_statement_1.pdf,покупки
2025-01-18,"+ 300,00 KZT",300.0,KZT,Пополнение,Нурсултан Т.,Нурсултан Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-18,"- 300,00 KZT",-300.0,KZT,Покупка,HERO 7,HERO 7,Kaspi Bank,gold_statement_1.pdf,покупки
2025-01-18,"+ 800,00 KZT",800.0,KZT,Пополнение,Ұлан Т.,Ұлан Т.,Kaspi Bank,gold_statement_1.pdf,покупки
2025-01-19,"- 1 649,00 KZT",-1649.0,KZT,Покупка,SMALL,SMALL,Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-01-19,"+ 1 700,00 KZT",1700.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"- 375,00 KZT",-375.0,KZT,Перевод,Диас Н.,Диас Н.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"+ 200,00 KZT",200.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"+ 100,00 KZT",100.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"- 8 000,00 KZT",-8000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"+ 7 000,00 KZT",7000.0,KZT,Пополнение,Дінмұхаммед С.,Дінмұхаммед С.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"- 4 772,00 KZT",-4772.0,KZT,Перевод,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-19,"+ 6 000,00 KZT",6000.0,KZT,Пополнение,Динара Б.,Динара Б.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"- 2 500,00 KZT",-2500.0,KZT,Перевод,Мансур Д.,Мансур Д.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"+ 2 000,00 KZT",2000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-19,"- 420,00 KZT",-420.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-19,"+ 12 000,00 KZT",12000.0,KZT,,Replenishment Меруерт С.,Replenishment Меруерт С.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-19,"- 150,00 KZT",-150.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-19,"- 300,00 KZT",-300.0,KZT,,Transfers Болат Л.,Transfers Болат Л.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-19,"- 537,00 KZT",-537.0,KZT,,Purchases Magnum Cash&Carry,Purchases Magnum Cash&Carry,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-01-19,"+ 728,00 KZT",728.0,KZT,,Replenishment Мөлдір А.,Replenishment Мөлдір А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-19,"+ 728,00 KZT",728.0,KZT,,Replenishment Ақерке Р.,Replenishment Ақерке Р.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-19,"- 12 300,00 KZT",-12300.0,KZT,,Transfers Амина Н.,Transfers Амина Н.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-19,"+ 12 000,00 KZT",12000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-01-19,"- 6 000,00 KZT",-6000.0,KZT,Покупка,Наб. Коньки,Наб. Коньки,Kaspi Bank,gold_statement_1.pdf,покупки
2025-01-19,"- 4 000,00 KZT",-4000.0,KZT,Перевод,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-19,"- 1 000,00 KZT",-1000.0,KZT,Перевод,Ермек С.,Ермек С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-19,"- 300,00 KZT",-300.0,KZT,Перевод,Нурсултан Т.,Нурсултан Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-19,"- 1 500,00 KZT",-1500.0,KZT,Перевод,Нурсултан Т.,Нурсултан Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-19,"- 350,00 KZT",-350.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-01-20,"- 2 530,00 KZT",-2530.0,KZT,Перевод,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-20,"+ 2 526,00 KZT",2526.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-20,"- 1 450,00 KZT",-1450.0,KZT,Покупка,Green Food,Green Food,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-20,"+ 1 500,00 KZT",1500.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-20,"- 1 040,00 KZT",-1040.0,KZT,Покупка,HP COFFEE,HP COFFEE,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2025-01-20,"+ 1 000,00 KZT",1000.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-20,"- 429,00 KZT",-429.0,KZT,Перевод,Диас Н.,Диас Н.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-20,"+ 300,00 KZT",300.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-20,"- 500,00 KZT",-500.0,KZT,,Transfers Диана И.,Transfers Диана И.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-20,"+ 1 000,00 KZT",1000.0,KZT,,Replenishment Дамир А.,Replenishment Дамир А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-20,"- 110,00 KZT",-110.0,KZT,,Purchases Avtobys. Оплата проезда по QR,Purchases Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (3).pdf,транспорт
2025-01-20,"- 825,00 KZT",-825.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-20,"- 1 907,00 KZT",-1907.0,KZT,,Transfers Олег Г.,Transfers Олег Г.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-20,"- 1 980,00 KZT",-1980.0,KZT,,Purchases Сенсата парк,Purchases Сенсата парк,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-20,"- 300,00 KZT",-300.0,KZT,,Purchases Парковка. ТРЦ Keruen,Purchases Парковка. ТРЦ Keruen,Kaspi Bank,gold_statement.pdf,транспорт
2025-01-20,"+ 650,00 KZT",650.0,KZT,Пополнение,Арай А.,Арай А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-20,"- 1 096,00 KZT",-1096.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-01-20,"+ 1 300,00 KZT",1300.0,KZT,Пополнение,Медгат А.,Медгат А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-20,"- 3 000,00 KZT",-3000.0,KZT,Перевод,Алмас Б.,Алмас Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-20,"- 70,00 KZT",-70.0,KZT,Покупка,ип абилтаева,ип абилтаева,Kaspi Bank,gold_statement_1.pdf,покупки
2025-01-20,"- 1 000,00 KZT",-1000.0,KZT,Перевод,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-20,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Алмас Б.,Алмас Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-21,"- 1 440,00 KZT",-1440.0,KZT,Покупка,Corner Meal,Corner Meal,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-21,"- 1 280,00 KZT",-1280.0,KZT,Покупка,Qazaq Catering,Qazaq Catering,Kaspi Bank,gold_statement (2).pdf,рестораны и кафе
2025-01-21,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-21,"- 36 000,00 KZT",-36000.0,KZT,Покупка,Терапия Кожи,Терапия Кожи,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-21,"+ 40 000,00 KZT",40000.0,KZT,Пополнение,Анар К.,Анар К.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-21,"- 350,00 KZT",-350.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-21,"+ 350,00 KZT",350.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-21,"- 935,00 KZT",-935.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-21,"- 1 818,00 KZT",-1818.0,KZT,,Transfers Нұрмұхаммед М.,Transfers Нұрмұхаммед М.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-21,"+ 42 300,00 KZT",42300.0,KZT,,Replenishment Айнаш Д.,Replenishment Айнаш Д.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-21,"- 2 400,00 KZT",-2400.0,KZT,,Purchases Mokko cafe,Purchases Mokko cafe,Kaspi Bank,gold_statement.pdf,покупки
2025-01-21,"+ 4 000,00 KZT",4000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-01-21,"- 1 900,00 KZT",-1900.0,KZT,Перевод,Медгат А.,Медгат А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-21,"+ 1 900,00 KZT",1900.0,KZT,Пополнение,Медгат А.,Медгат А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-21,"- 3 000,00 KZT",-3000.0,KZT,Перевод,Нурсултан Т.,Нурсултан Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-21,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Ерасыл С.,Ерасыл С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-21,"- 120,00 KZT",-120.0,KZT,Перевод,Назия М.,Назия М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-21,"- 1 500,00 KZT",-1500.0,KZT,Перевод,Ермек С.,Ермек С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-22,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-22,"- 1 420,00 KZT",-1420.0,KZT,,Transfers Бақдəулет Т.,Transfers Бақдəулет Т.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-22,"+ 20 000,00 KZT",20000.0,KZT,,Replenishment At Kaspi ATM,Replenishment At Kaspi ATM,Kaspi Bank,gold_statement.pdf,покупки
2025-01-22,"- 6 177,00 KZT",-6177.0,KZT,,Purchases AST24,Purchases AST24,Kaspi Bank,gold_statement.pdf,покупки
2025-01-22,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-01-22,"- 40 000,00 KZT",-40000.0,KZT,,Transfers To Kaspi Deposit,Transfers To Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-01-22,"+ 3 000,00 KZT",3000.0,KZT,,Replenishment Камила И.,Replenishment Камила И.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-22,"+ 6 000,00 KZT",6000.0,KZT,,Replenishment Ұлпан Қ.,Replenishment Ұлпан Қ.,Kaspi Bank,gold_statement.pdf,покупки
2025-01-22,"+ 3 000,00 KZT",3000.0,KZT,,Replenishment Альнура Е.,Replenishment Альнура Е.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-22,"- 1 190,00 KZT",-1190.0,KZT,,Purchases Сенсата парк,Purchases Сенсата парк,Kaspi Bank,gold_statement.pdf,покупки
2025-01-22,"- 2 640,00 KZT",-2640.0,KZT,,Purchases YANDEX.GO,Purchases YANDEX.GO,Kaspi Bank,gold_statement.pdf,транспорт
2025-01-22,"- 10 000,00 KZT",-10000.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-22,"- 1 461,00 KZT",-1461.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-01-22,"+ 350,00 KZT",350.0,KZT,Пополнение,Медгат А.,Медгат А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-22,"+ 1 200,00 KZT",1200.0,KZT,Пополнение,Медгат А.,Медгат А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-22,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-01-23,"- 200,00 KZT",-200.0,KZT,Перевод,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-23,"- 175,00 KZT",-175.0,KZT,Покупка,Corner Meal,Corner Meal,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-23,"- 7 000,00 KZT",-7000.0,KZT,Перевод,Диляра А.,Диляра А.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-23,"+ 7 000,00 KZT",7000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-23,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Пригород. Оплата проезда по QR,Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-23,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-23,"- 500,00 KZT",-500.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-01-23,"- 2 033,00 KZT",-2033.0,KZT,,Purchases Magnum Cash&Carry,Purchases Magnum Cash&Carry,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-01-23,"- 1 950,00 KZT",-1950.0,KZT,,Transfers Адилет Ш.,Transfers Адилет Ш.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-01-23,"- 600,00 KZT",-600.0,KZT,,Purchases Парковка. ТРЦ Mega Silkway,Purchases Парковка. ТРЦ Mega Silkway,Kaspi Bank,gold_statement.pdf,транспорт
2025-01-23,"- 2 150,00 KZT",-2150.0,KZT,,Purchases Green Food,Purchases Green Food,Kaspi Bank,gold_statement.pdf,покупки
2025-01-23,"- 20 000,00 KZT",-20000.0,KZT,,Transfers Айгуль И.,Transfers Айгуль И.,Kaspi Bank,gold_statement.pdf,переводы
2025-01-23,"- 800,00 KZT",-800.0,KZT,Перевод,Сеймур Г.,Сеймур Г.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-23,"+ 1 890,00 KZT",1890.0,KZT,Пополнение,Медгат А.,Медгат А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-01-24,"+ 5 000,00 KZT",5000.0,KZT,Пополнение,Дінмұхаммед С.,Дінмұхаммед С.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-24,"- 5 000,00 KZT",-5000.0,KZT,Перевод,Дінмұхаммед С.,Дінмұхаммед С.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-24,"+ 5 000,00 KZT",5000.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-24,"- 4 270,00 KZT",-4270.0,KZT,Перевод,Жандос А.,Жандос А.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-24,"- 10 000,00 KZT",-10000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-24,"+ 15 000,00 KZT",15000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-01-24,"- 10,00 KZT",-10.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-24,"- 7 300,00 KZT",-7300.0,KZT,Покупка,Кабанбай батыра 49А,Кабанбай батыра 49А,Kaspi Bank,gold_statement (2).pdf,покупки
2025-01-24,"- 1 020,00 KZT",-1020.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-01-24,"+ 10 000,00 KZT",10000.0,KZT,Пополнение,В Kaspi Терминале,В Kaspi Терминале,Kaspi Bank,gold_statement (2).pdf,покупки
